iter	Logloss
177	8.111139299e-05
178	8.111139299e-05
179	8.111139299e-05
180	8.111139299e-05
181	8.111139299e-05
182	8.111139299e-05
183	8.111139299e-05
184	8.111139299e-05
185	8.111139299e-05
186	8.111139299e-05
187	8.111139299e-05
188	8.111139299e-05
189	8.111139299e-05
190	8.111139299e-05
191	8.111139299e-05
192	8.111139299e-05
193	8.111139299e-05
194	8.111139299e-05
195	8.111139299e-05
196	8.111139299e-05
197	8.111139299e-05
198	8.111139299e-05
199	8.111139299e-05
200	8.111139299e-05
201	8.111139299e-05
202	8.111139299e-05
203	8.111139299e-05
204	8.111139299e-05
205	8.111139299e-05
206	8.111139299e-05
207	8.111139299e-05
208	8.111139299e-05
209	8.111139299e-05
210	8.111139299e-05
211	8.111139299e-05
212	8.111139299e-05
213	8.111139299e-05
214	8.111139299e-05
215	8.111139299e-05
216	8.111139299e-05
217	8.111139299e-05
218	8.111139299e-05
219	8.111139299e-05
220	8.111139299e-05
221	8.111139299e-05
222	8.111139299e-05
223	8.111139299e-05
224	8.111139299e-05
225	8.111139299e-05
226	8.111139299e-05
227	8.111139299e-05
228	8.111139299e-05
229	8.111139299e-05
230	8.111139299e-05
231	8.111139299e-05
232	8.111139299e-05
233	8.111139299e-05
234	8.111139299e-05
235	8.111139299e-05
236	8.111139299e-05
237	8.111139299e-05
238	8.111139299e-05
239	8.111139299e-05
240	8.111139299e-05
241	8.111139299e-05
242	8.111139299e-05
243	8.111139299e-05
244	8.111139299e-05
245	8.111139299e-05
246	8.111139299e-05
247	8.111139299e-05
248	8.111139299e-05
249	8.111139299e-05
250	8.111139299e-05
251	8.111139299e-05
252	8.111139299e-05
253	8.111139299e-05
254	8.111139299e-05
255	8.111139299e-05
256	8.111139299e-05
257	8.111139299e-05
258	8.111139299e-05
259	8.111139299e-05
260	8.111139299e-05
261	8.111139299e-05
262	8.111139299e-05
263	8.111139299e-05
264	8.111139299e-05
265	8.111139299e-05
266	8.111139299e-05
267	8.111139299e-05
268	8.111139299e-05
269	8.111139299e-05
270	8.111139299e-05
271	8.111139299e-05
272	8.111139299e-05
273	8.111139299e-05
274	8.111139299e-05
275	8.111139299e-05
276	8.111139299e-05
277	8.111139299e-05
278	8.111139299e-05
279	8.111139299e-05
280	8.111139299e-05
281	8.111139299e-05
282	8.111139299e-05
283	8.111139299e-05
284	8.111139299e-05
285	8.111139299e-05
286	8.111139299e-05
287	8.111139299e-05
288	8.111139299e-05
289	8.111139299e-05
290	8.111139299e-05
291	8.111139299e-05
292	8.111139299e-05
293	8.111139299e-05
294	8.111139299e-05
295	8.111139299e-05
296	8.111139299e-05
297	8.111139299e-05
298	8.111139299e-05
299	8.111139299e-05
300	8.111139299e-05
301	8.111139299e-05
302	8.111139299e-05
303	8.111139299e-05
304	8.111139299e-05
305	8.111139299e-05
306	8.111139299e-05
307	8.111139299e-05
308	8.111139299e-05
309	8.111139299e-05
310	8.111139299e-05
311	8.111139299e-05
312	8.111139299e-05
313	8.111139299e-05
314	8.111139299e-05
315	8.111139299e-05
316	8.111139299e-05
317	8.111139299e-05
318	8.111139299e-05
319	8.111139299e-05
320	8.111139299e-05
321	8.111139299e-05
322	8.111139299e-05
323	8.111139299e-05
324	8.111139299e-05
325	8.111139299e-05
326	8.111139299e-05
327	8.111139299e-05
328	8.111139299e-05
329	8.111139299e-05
330	8.111139299e-05
331	8.111139299e-05
332	8.111139299e-05
333	8.111139299e-05
334	8.111139299e-05
335	8.111139299e-05
336	8.111139299e-05
337	8.111139299e-05
338	8.111139299e-05
339	8.111139299e-05
340	8.111139299e-05
341	8.111139299e-05
342	8.111139299e-05
343	8.111139299e-05
344	8.111139299e-05
345	8.111139299e-05
346	8.111139299e-05
347	8.111139299e-05
348	8.111139299e-05
349	8.111139299e-05
350	8.111139299e-05
351	8.111139299e-05
352	8.111139299e-05
353	8.111139299e-05
354	8.111139299e-05
355	8.111139299e-05
356	8.111139299e-05
357	8.111139299e-05
358	8.111139299e-05
359	8.111139299e-05
360	8.111139299e-05
361	8.111139299e-05
362	8.111139299e-05
363	8.111139299e-05
364	8.111139299e-05
365	8.111139299e-05
366	8.111139299e-05
367	8.111139299e-05
368	8.111139299e-05
369	8.111139299e-05
370	8.111139299e-05
371	8.111139299e-05
372	8.111139299e-05
373	8.111139299e-05
374	8.111139299e-05
375	8.111139299e-05
376	8.111139299e-05
377	8.111139299e-05
378	8.111139299e-05
379	8.111139299e-05
380	8.111139299e-05
381	8.111139299e-05
382	8.111139299e-05
383	8.111139299e-05
384	8.111139299e-05
385	8.111139299e-05
386	8.111139299e-05
387	8.111139299e-05
388	8.111139299e-05
389	8.111139299e-05
390	8.111139299e-05
391	8.111139299e-05
392	8.111139299e-05
393	8.111139299e-05
394	8.111139299e-05
395	8.111139299e-05
396	8.111139299e-05
397	8.111139299e-05
398	8.111139299e-05
399	8.111139299e-05
400	8.111139299e-05
401	8.111139299e-05
402	8.111139299e-05
403	8.111139299e-05
404	8.111139299e-05
405	8.111139299e-05
406	8.111139299e-05
407	8.111139299e-05
408	8.111139299e-05
409	8.111139299e-05
410	8.111139299e-05
411	8.111139299e-05
412	8.111139299e-05
413	8.111139299e-05
414	8.111139299e-05
415	8.111139299e-05
416	8.111139299e-05
417	8.111139299e-05
418	8.111139299e-05
419	8.111139299e-05
420	8.111139299e-05
421	8.111139299e-05
422	8.111139299e-05
423	8.111139299e-05
424	8.111139299e-05
425	8.111139299e-05
426	8.111139299e-05
427	8.111139299e-05
428	8.111139299e-05
429	8.111139299e-05
430	8.111139299e-05
431	8.111139299e-05
432	8.111139299e-05
433	8.111139299e-05
434	8.111139299e-05
435	8.111139299e-05
436	8.111139299e-05
437	8.111139299e-05
438	8.111139299e-05
439	8.111139299e-05
440	8.111139299e-05
441	8.111139299e-05
442	8.111139299e-05
443	8.111139299e-05
444	8.111139299e-05
445	8.111139299e-05
446	8.111139299e-05
447	8.111139299e-05
448	8.111139299e-05
449	8.111139299e-05
450	8.111139299e-05
451	8.111139299e-05
452	8.111139299e-05
453	8.111139299e-05
454	8.111139299e-05
455	8.111139299e-05
456	8.111139299e-05
457	8.111139299e-05
458	8.111139299e-05
459	8.111139299e-05
460	8.111139299e-05
461	8.111139299e-05
462	8.111139299e-05
463	8.111139299e-05
464	8.111139299e-05
465	8.111139299e-05
466	8.111139299e-05
467	8.111139299e-05
468	8.111139299e-05
469	8.111139299e-05
470	8.111139299e-05
471	8.111139299e-05
472	8.111139299e-05
473	8.111139299e-05
474	8.111139299e-05
475	8.111139299e-05
476	8.111139299e-05
477	8.111139299e-05
478	8.111139299e-05
479	8.111139299e-05
480	8.111139299e-05
481	8.111139299e-05
482	8.111139299e-05
483	8.111139299e-05
484	8.111139299e-05
485	8.111139299e-05
486	8.111139299e-05
487	8.111139299e-05
488	8.111139299e-05
489	8.111139299e-05
490	8.111139299e-05
491	8.111139299e-05
492	8.111139299e-05
493	8.111139299e-05
494	8.111139299e-05
495	8.111139299e-05
496	8.111139299e-05
497	8.111139299e-05
498	8.111139299e-05
499	8.111139299e-05
500	8.111139299e-05
501	8.111139299e-05
502	8.111139299e-05
503	8.111139299e-05
504	8.111139299e-05
505	8.111139299e-05
506	8.111139299e-05
507	8.111139299e-05
508	8.111139299e-05
509	8.111139299e-05
510	8.111139299e-05
511	8.111139299e-05
512	8.111139299e-05
513	8.111139299e-05
514	8.111139299e-05
515	8.111139299e-05
516	8.111139299e-05
517	8.111139299e-05
518	8.111139299e-05
519	8.111139299e-05
520	8.111139299e-05
521	8.111139299e-05
522	8.111139299e-05
523	8.111139299e-05
524	8.111139299e-05
525	8.111139299e-05
526	8.111139299e-05
527	8.111139299e-05
528	8.111139299e-05
529	8.111139299e-05
530	8.111139299e-05
531	8.111139299e-05
532	8.111139299e-05
533	8.111139299e-05
534	8.111139299e-05
535	8.111139299e-05
536	8.111139299e-05
537	8.111139299e-05
538	8.111139299e-05
539	8.111139299e-05
540	8.111139299e-05
541	8.111139299e-05
542	8.111139299e-05
543	8.111139299e-05
544	8.111139299e-05
545	8.111139299e-05
546	8.111139299e-05
547	8.111139299e-05
548	8.111139299e-05
549	8.111139299e-05
550	8.111139299e-05
551	8.111139299e-05
552	8.111139299e-05
553	8.111139299e-05
554	8.111139299e-05
555	8.111139299e-05
556	8.111139299e-05
557	8.111139299e-05
558	8.111139299e-05
559	8.111139299e-05
560	8.111139299e-05
561	8.111139299e-05
562	8.111139299e-05
563	8.111139299e-05
564	8.111139299e-05
565	8.111139299e-05
566	8.111139299e-05
567	8.111139299e-05
568	8.111139299e-05
569	8.111139299e-05
570	8.111139299e-05
571	8.111139299e-05
572	8.111139299e-05
573	8.111139299e-05
574	8.111139299e-05
575	8.111139299e-05
576	8.111139299e-05
577	8.111139299e-05
578	8.111139299e-05
579	8.111139299e-05
580	8.111139299e-05
581	8.111139299e-05
582	8.111139299e-05
583	8.111139299e-05
584	8.111139299e-05
585	8.111139299e-05
586	8.111139299e-05
587	8.108502244e-05
588	8.108502244e-05
589	8.108502244e-05
590	8.108502244e-05
591	8.108502244e-05
592	8.108502244e-05
593	8.108502244e-05
594	8.108502244e-05
595	8.108502244e-05
596	8.108502244e-05
597	8.108502244e-05
598	8.108502244e-05
599	8.108502244e-05
600	8.108502244e-05
601	8.108502244e-05
602	8.108502244e-05
603	8.108502244e-05
604	8.108502244e-05
605	8.108502244e-05
606	8.108502244e-05
607	8.108502244e-05
608	8.108502244e-05
609	8.108502244e-05
610	8.108502244e-05
611	8.108502244e-05
612	8.112780575e-05
613	7.679720053e-05
614	7.468142878e-05
615	7.202066348e-05
616	7.197365663e-05
617	7.20338364e-05
618	7.20338364e-05
619	6.861745783e-05
620	6.861745783e-05
621	6.861745783e-05
622	6.861745783e-05
623	6.861745783e-05
624	6.861745783e-05
625	6.861745783e-05
626	6.861745783e-05
627	6.861745783e-05
628	6.861745783e-05
629	6.861745783e-05
630	6.861745783e-05
631	6.861745783e-05
632	6.861745783e-05
633	6.861745783e-05
634	6.861745783e-05
635	6.861745783e-05
636	6.861745783e-05
637	6.861745783e-05
638	6.861745783e-05
639	6.861745783e-05
640	6.861745783e-05
641	6.861745783e-05
642	6.861745783e-05
643	6.861745783e-05
644	6.861745783e-05
645	6.861745783e-05
646	6.861745783e-05
647	6.861745783e-05
648	6.861745783e-05
649	6.861745783e-05
650	6.861745783e-05
651	6.861745783e-05
652	6.861745783e-05
653	6.861745783e-05
654	6.861745783e-05
655	6.861745783e-05
656	6.861745783e-05
657	6.861745783e-05
658	6.861745783e-05
659	6.861745783e-05
660	6.861745783e-05
661	6.861745783e-05
662	6.861745783e-05
663	6.861745783e-05
664	6.861745783e-05
665	6.861745783e-05
666	6.861745783e-05
667	6.861745783e-05
668	6.861745783e-05
669	6.861745783e-05
670	6.861745783e-05
671	6.861745783e-05
672	6.861745783e-05
673	6.861745783e-05
674	6.861745783e-05
675	6.861745783e-05
676	6.861745783e-05
677	6.861745783e-05
678	6.861745783e-05
679	6.861745783e-05
680	6.861745783e-05
681	6.861745783e-05
682	6.861745783e-05
683	6.861745783e-05
684	6.861745783e-05
685	6.861745783e-05
686	6.861745783e-05
687	6.861745783e-05
688	6.861745783e-05
689	6.861745783e-05
690	6.861745783e-05
691	6.861745783e-05
692	6.861745783e-05
693	6.861745783e-05
694	6.861745783e-05
695	6.861745783e-05
696	6.861745783e-05
697	6.861745783e-05
698	6.861745783e-05
699	6.861745783e-05
700	6.861745783e-05
701	6.861745783e-05
702	6.861745783e-05
703	6.861745783e-05
704	6.861745783e-05
705	6.861745783e-05
706	6.861745783e-05
707	6.861745783e-05
708	6.861745783e-05
709	6.861745783e-05
710	6.861745783e-05
711	6.861745783e-05
712	6.861745783e-05
713	6.861745783e-05
714	6.861745783e-05
715	6.861745783e-05
716	6.861745783e-05
717	6.861745783e-05
718	6.861745783e-05
719	6.861745783e-05
720	6.861745783e-05
721	6.861745783e-05
722	6.861745783e-05
723	6.861745783e-05
724	6.861745783e-05
725	6.861745783e-05
726	6.861745783e-05
727	6.861745783e-05
728	6.861745783e-05
729	6.861745783e-05
730	6.861745783e-05
731	6.861745783e-05
732	6.861745783e-05
733	6.861745783e-05
734	6.861745783e-05
735	6.861745783e-05
736	6.861745783e-05
737	6.861745783e-05
738	6.861745783e-05
739	6.861745783e-05
740	6.861745783e-05
741	6.861745783e-05
742	6.861745783e-05
